"","Pokemon","PokedexEntry"
"4669","Ninjask","If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test."
"4670","Ninjask","This Pokémon is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap."
"4671","Ninjask","Because they move so quickly, they sometimes become unseeable. They congregate around tree sap."
"4672","Shedinja","SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back."
"4673","Shedinja","SHEDINJA is a peculiar POKéMON. It seems to appear unsought in a POKé BALL after a NINCADA evolves. This bizarre POKéMON is entirely immobile - it doesn’t even breathe."
"4674","Shedinja","A most peculiar POKéMON that somehow appears in a POKé BALL when a NINCADA evolves."
"4675","Shedinja","A peculiar POKéMON that floats in air even though its wings remain completely still. The inside of its body is hollow and utterly dark."
"4676","Shedinja","A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit."
"4677","Shedinja","A strange Pokémon--it flies without moving its wings, has a hollow shell for a body, and does not breathe."
"4678","Shedinja","A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves."
"4679","Shedinja","Shedinja’s hard body doesn’t move—not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this Pokémon will steal the spirit of anyone peering into its hollow body from its back."
"4680","Shedinja","Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe."
"4681","Shedinja","A strange Pokémon—it flies without moving its wings, has a hollow shell for a body, and does not breathe."
"4682","Shedinja","It is a discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit."
"4683","Whismur","Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume."
"4684","Whismur","WHISMUR is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the POKéMON goes to sleep, all tired out."
"4685","Whismur","It usually murmurs, but starts crying loudly if it senses danger. It stops when its ear covers are shut."
"4686","Whismur","Its cries equal a jet plane in volume. It inhales through its ear canals. Because of this system, it can cry continually without having to catch its breath."
"4687","Whismur","Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."
"4688","Whismur","If it senses danger, it scares the foe by crying out with the volume of a jet-plane engine."
"4689","Whismur","It usually murmurs but starts crying loudly if it senses danger. It stops when its ear covers are shut."
"4690","Whismur","Normally, Whismur’s voice is very quiet—it is barely audible even if one is paying close attention. However, if this Pokémon senses danger, it starts crying at an earsplitting volume."
"4691","Whismur","Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out."
"4692","Whismur","The cry of a Whismur is over 100 decibels. If you’re close to a Whismur when it lets out a cry, you’ll be stuck with an all-day headache."
"4693","Whismur","When Whismur cries, the sound of its own voice startles it, making the Pokémon cry even louder. It cries until it’s exhausted, then it falls asleep."
"4694","Loudred","LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers."
"4695","Loudred","LOUDRED shouts while stamping its feet. After it finishes shouting, this POKéMON becomes incapable of hearing anything for a while. This is considered to be a weak point."
"4696","Loudred","When it stamps its feet and bellows, it generates ultrasonic waves that can blow apart a house."
"4697","Loudred","It positions the round speakers on its head to assail foes with ultrasonic waves at massive volume. It builds power by stomping the ground."
"4698","Loudred","The shock waves from its cries can tip over trucks. It stamps its feet to power up."
"4699","Loudred","It shouts loudly by inhaling air, and then uses its well-developed stomach muscles to exhale."
"4700","Loudred","Loudred’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This Pokémon’s round ears serve as loudspeakers."
"4701","Loudred","Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point."
"4702","Loudred","Loudred’s ears serve as speakers, and they can put out sound waves powerful enough to blow away a house."
"4703","Loudred","The force of this Pokémon’s loud voice isn’t just the sound—it’s also the wave of air pressure that blows opponents away and damages them."
"4704","Exploud","EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow."
"4705","Exploud","EXPLOUD communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This POKéMON only raises its voice when it is in battle."
"4706","Exploud","It emits a variety of sounds from the holes all over its body. Its loud cries can be heard from over six miles away."
"4707","Exploud","It has sound-generating organs all over its body. It communicates with others by adjusting the tone and volume of the cries it emits."
"4708","Exploud","Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body."
"4709","Exploud","Its roar in battle shakes the ground like a tremor--or like an earthquake has struck."
"4710","Exploud","Exploud triggers earthquakes with the tremors it creates by bellowing. If this Pokémon violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow."
"4711","Exploud","Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle."
"4712","Exploud","In the past, people would use the loud voices of these Pokémon as a means of communication between distant cities."
"4713","Exploud","This Pokémon can do more than just shout. To communicate with others of its kind, it’ll emit all sorts of sounds from the holes in its body."
"4714","Makuhita","MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving."
